Sentences,Label
Azithromycin Liều dùng đường uống Thời gian Thuốc kháng khuẩn Giới thiệu Dạng uống Dạng uống Công thức viên nén Azithromycin Điều trị các bệnh lây truyền qua đường tình dục Chlamydia Trachomatis Haemophilus ducreyi Liều uống 1000 mg Neisseria Gonorrhoeae nhạy cảm Liều khuyến cáo 1000 mg 2000 mg Đồng thời Azithromycin 250 mg 500 mg Ceftriaxone V Hướng dẫn điều trị lâm sàng cho bệnh nhân dị ứng với penicillin và cephalosporin Hướng dẫn điều trị tham khảo theo toa để phòng ngừa nhiễm HIV ở bệnh nhân nhiễm vi rút suy giảm miễn dịch HIV với liều 1200 mg mỗi tuần và điều trị nhiễm DMA ở bệnh nhân nhiễm HIV tiến triển ở liều 600 mg có hoạt tính chống lại Mycobacteria Mac Thuốc kháng khuẩn Azithromycin kết hợp với công thức liều được phê duyệt trong ống nghiệm Ethambutol Thuốc uống Tổng liều 1500 mg Chia thành 3 500 mg Tổng liều thay thế 5 500 mg 1 250 mg 2 5 Trẻ em Tổng liều tối đa được khuyến nghị cho bất kỳ trẻ nào 1500 mg Viên nén Azithromycin Trọng lượng cơ thể Liều dùng cho trẻ em 45 kg Bệnh nhân xoắn đỉnh Bệnh nhân trẻ tuổi Phần Cảnh báo Sử dụng thận trọng ở bệnh nhân suy thận Điều chỉnh liều ở bệnh nhân suy thận nhẹ đến trung bình GFR 10-80 ml phút Chú ý Azithromycin Bệnh nhân suy thận GFR 10 ml phút Phần Cảnh báo Thuốc Chú ý đến Vấn đề Phần Dược động học Bệnh nhân suy gan nhẹ đến trung bình Bệnh nhân suy gan nhẹ đến trung bình Liều lượng sử dụng ở bệnh nhân Chức năng gan trung bình Phần cảnh báo Cảnh báo bác sĩ dược phẩm,thuoc khang sinh
azithromycin liều uống thời gian giải phóng dạng thuốc kháng khuẩn dạng uống azithromycin dạng viên nén công thức điều trị các bệnh lây truyền qua đường tình dục chlamydia trachomatis haemophilus ducreyi liều uống 1000 mg nhạy cảm Neisseria gonorrhoeae liều khuyến cáo 1000 mg 2000 mg đồng thời azithromycin 250 mg 500 mg ceftriaxone Hướng dẫn lâm sàng trong điều trị bệnh nhân mắc bệnh dị ứng với đơn thuốc penicillin cephalosporin đề cập đến các khuyến nghị điều trị để phòng ngừa nhiễm HIV ở bệnh nhân nhiễm HIV do virus suy giảm miễn dịch liều 1200 mg mỗi tuần điều trị nhiễm DMA ở bệnh nhân nhiễm HIV tiến triển liều 600 mg kết hợp với azithromycin kháng khuẩn mycobacteria hoạt động chống lại Mac Liều lượng đã được phê duyệt in vitro của chế phẩm uống ethambutol tổng liều 1500 mg chia thành 3500 mg tổng liều thay thế 5500 mg 1250 mg 2 5 trẻ em Tổng liều tối đa được khuyến nghị cho bất kỳ trẻ em nào dạng viên azithromycin 1500 mg trẻ em nặng 45 kg bệnh nhân bị bệnh phần rối loạn nhịp tim xoắn đỉnh dành cho bệnh nhân trẻ tuổi cảnh báo thận trọng thuốc bệnh nhân suy thận điều chỉnh liều bệnh nhân suy thận nhẹ đến trung bình GFR 10 80 ml thận trọng tối thiểu azithromycin bệnh nhân suy thận GFR 10 ml tối thiểu phần cảnh báo phần thận trọng khi dùng phần dược động học bệnh nhân với bệnh nhân suy gan bị suy gan nhẹ đến trung bình suy giảm liều lượng sử dụng cho bệnh nhân cảnh báo chức năng gan trung bình phần cảnh báo thuốc phần bác sĩ,thuoc khang sinh
azithromycin uống liều thời gian thuốc trị nhiễm khuẩn trình bày thể uống azithromycin nén thức trị bệnh lây truyền đường tình dục chlamydia trachomatis haemophilus ducreyi uống liều 1000 mg neisseria gonorrhoeae nhạy cảm liều khuyến cáo 1000 mg 2000 mg azithromycin đồng thời 250 mg 500 mg ceftriaxon hướng trị lâm sàng đối bệnh nhân dị ứng penicilin cephalosporin kê toa tham khảo hướng trị dự phòng nhiễm mac bệnh nhân nhiễm virus suy miễn dịch hiv liều 1200 mg tuần trị nhiễm dmac bệnh nhân nhiễm hiv tiến triển liều 600 mg phối hợp azithromycin chất chống mycobacterium hoạt chống mac vitro ethambutol liều chấp thuận định thể thuốc đường uống liều tổng cộng 1500 mg chia 3 500 mg thể thay tổng liều 5 500 mg 1 250 mg 2 5 trẻ tổng liều tối đa khuyến cáo bất kỳ trị trẻ 1500 mg nén azithromycin trẻ cân 45 kg liều bệnh nhân thể loạn nhịp xoắn đỉnh bệnh nhân trẻ mục cảnh báo thận trọng thuốc bệnh nhân suy thận chỉnh liều bệnh nhân suy thận nhẹ trung bình gfr 10 80 ml phút thận trọng azithromycin bệnh nhân suy thận gfr 10 ml phút mục cảnh báo thận trọng thuốc mục đặc dược động học bệnh nhân suy gan bệnh nhân suy gan độ nhẹ trung bình sử dụng liều đối bệnh nhân chức năng gan bình mục cảnh báo thận trọng thuốc thầy thuốc,thuoc khang sinh
azithromycin liều uống thời gian kháng khuẩn trình bày thuốc dạng uống azithromycin công thức viên nén điều trị các bệnh lây truyền qua đường tình dục chlamydia trachomatis haemophilus ducreyi liều uống 1000 mg neisseria gonorrhoeae nhạy cảm liều khuyến cáo 1000 mg 2000 mg đồng thời azithromycin 250 mg 500 mg ceftriaxone Hướng dẫn điều trị lâm sàng cho bệnh nhân dị ứng với penicillin cephalosporin đơn thuốc tham khảo hướng dẫn điều trị dự phòng nhiễm HIV ở bệnh nhân nhiễm virus suy giảm miễn dịch HIV liều 1200 mg mỗi tuần điều trị nhiễm DMA ở bệnh nhân nhiễm HIV giai đoạn nặng liều 600 mg kết hợp với kháng sinh azithromycin mycobacteria có hoạt tính chống Mac ở bệnh nhân vitro ethambutol công thức bào chế đã được phê duyệt thuốc uống tổng liều 1500 mg chia làm 3 500 mg tổng liều thay thế 5 500 mg 1 250 mg 2 5 trẻ em Tổng liều tối đa được khuyến nghị cho bất kỳ trẻ em nào 1500 mg viên azithromycin trẻ em nặng 45 kg bệnh nhân bị rối loạn nhịp tim xoắn đỉnh phần bệnh nhân trẻ cảnh báo thận trọng thuốc bệnh nhân suy thận điều chỉnh liều bệnh nhân suy thận nhẹ vừa phải gfr 10-80 ml thận trọng tối thiểu azithromycin bệnh nhân suy thận gfr 10 ml min phần cảnh báo phần thận trọng thuốc phần dược động học phần bệnh nhân suy gan bệnh nhân gan nhẹ đến trung bình suy giảm liều lượng sử dụng cho bệnh nhân chức năng gan trung bình phần cảnh báo phần cảnh báo thuốc bác sĩ,thuoc khang sinh
Azithromycin liều uống thời gian kháng khuẩn trình bày thuốc dạng uống công thức azithromycin viên nén điều trị các bệnh lây truyền qua đường tình dục chlamydia trachomatis haemophilus ducreyi liều uống 1000 mg nhạy cảm với bệnh lậu neisseria liều khuyến cáo 1000 mg đồng thời azithromycin 250 mg 00 mg ceftriaxon hướng dẫn điều trị lâm sàng cho bệnh nhân chống lại penicillin và cephalosporin Đơn thuốc dị ứng tham khảo hướng dẫn điều trị dự phòng nhiễm HIV ở bệnh nhân nhiễm virus suy giảm miễn dịch HIV liều 1200 mg mỗi tuần điều trị nhiễm DMA ở bệnh nhân nhiễm HIV tiến triển liều 600 mg kết hợp với azithromycin chất kháng khuẩn. Mycobacteria có hoạt tính chống lại Mac trong công thức bào chế ethambutol được phê duyệt in vitro. Thuốc uống. Tổng liều 1500 mg chia làm 3.500 mg. Tổng liều thay thế 5.500 mg Cảnh báo cho bệnh nhân trẻ tuổi Thận trọng với thuốc Bệnh nhân suy thận Điều chỉnh liều Bệnh nhân suy thận nhẹ trung bình gfr 10-80 ml tối thiểu Thận trọng Azithromycin Bệnh nhân suy thận gfr 10 ml  phút Phần cảnh báo Thận trọng khi dùng thuốc Phần dược động học Phần bệnh nhân suy gan Bệnh nhân suy gan nhẹ đến trung bình Liều dùng cho bệnh nhân Chức năng gan trung bình Phần cảnh báo Phần thận trọng Thuốc Bác sĩ,thuoc khang sinh
Azithromycin Liều dùng đường uống Thời gian dùng thuốc kháng khuẩn Dạng uống Dạng viên Azithromycin Điều trị các bệnh lây truyền qua đường tình dục Chlamydia trachomatis Haemophilus ducreyi Liều uống 1000 mg Neisseria gonorrhoeae Độ nhạy cảm Liều khuyến cáo 1000 mg 2000 mg Dùng đồng thời Azithromycin 250 mg 500 mg Ceftriaxone Hướng dẫn Điều trị lâm sàng cho bệnh nhân dị ứng với penicillin Cephalosporin Đơn thuốc chỉ ra hướng dẫn điều trị để ngăn ngừa nhiễm HIV ở bệnh nhân nhiễm HIV liều 1200 mg mỗi tuần điều trị nhiễm DMA ở bệnh nhân nhiễm HIV tiến triển liều 600 mg kết hợp với kháng sinh mycobacteria azithromycin có hoạt tính chống MAC ở liều ethambutol đã được phòng thí nghiệm phê duyệt Công thức thuốc uống Tổng liều 1.500 mg chia làm 3.500 mg Tổng liều thay thế 5.500 mg 1.250 mg 25 Trẻ em Tổng liều khuyến cáo tối đa cho mọi trẻ 1.500 mg viên Azithromycin Trẻ nặng 45 kg Liều Bệnh nhân rối loạn nhịp tim Phần bệnh nhân nhỏ Cảnh báo Cảnh báo Bệnh nhân suy thận Liều lượng điều chỉnh Bệnh nhân suy thận vừa phải GFR 10 80 ml phút Cảnh báo Azithromycin Bệnh nhân suy thận GFR 10 ml phút Cảnh báo Phần Cảnh báo về thuốc Phần Dược động học Bệnh nhân suy gan Bệnh nhân mắc bệnh gan nhẹ đến trung bình Liều sử dụng Điểm yếu đối với bệnh nhân Phần cảnh báo Trung bình Mục Chức Năng Gan Mục Thuốc Cảnh Báo Bác Sĩ,thuoc khang sinh
azithromycin liều uống thời gian kháng khuẩn trình bày thuốc dạng uống azithromycin công thức viên nén điều trị các bệnh lây truyền qua đường tình dục chlamydia trachomatis haemophilus ducreyi liều uống 1000 mg neisseria gonorrhoeae nhạy cảm liều khuyến cáo 1000 mg 2000 mg đồng thời azithromycin 250 mg 500 mg ceftriaxone Điều trị lâm sàng cho bệnh nhân dị ứng penicillin cephalosporin Đơn thuốc đề cập đến hướng dẫn điều trị dự phòng nhiễm HIV ở bệnh nhân nhiễm virus suy giảm miễn dịch HIV liều 1200 mg hàng tuần điều trị nhiễm DMA ở bệnh nhân nhiễm HIV tiến triển liều 600 mg kết hợp với thuốc kháng khuẩn. azithromycin có hoạt tính chống vi khuẩn Mac. in vitro ethambutol công thức bào chế đã được phê duyệt thuốc uống tổng liều 1500 mg 500 mg chia làm 3 lần tổng liều thay thế 5 500 mg 1 250 mg 2 5 trẻ em Tổng liều tối đa được khuyến nghị cho bất kỳ trẻ nào 1500 mg viên azithromycin Liều trẻ em nặng 45 kg xoắn đỉnh bệnh nhân bị rối loạn nhịp tim Phần bệnh nhân trẻ chú ý dùng thuốc bệnh nhân suy thận điều chỉnh liều bệnh nhân suy thận nhẹ đến trung bình gfr 10 80 ml phút. chú ý bệnh nhân suy thận gfr 10 ml phút. phần cảnh báo thận trọng thuốc phần dược động học phần bệnh nhân suy gan bệnh nhân suy gan nhẹ đến trung bình liều dùng cho bệnh nhân chức năng gan trung bình phần cảnh báo phần thuốc cảnh báo bác sĩ,thuoc khang sinh
Azithromycin được chỉ định để điều trị các bệnh nhiễm trùng đường hô hấp bao gồm nhiễm khuẩn nhạy cảm viêm phế quản viêm phổi nhiễm trùng miệng nhiễm trùng da nhiễm trùng mô mềm nhiễm trùng tai nhiễm trùng đường hô hấp viêm xoang viêm họng viêm amidan penicillin Is. Điều trị viêm. Pharyngeal Streptococcus pyogenes Viên nang Dự phòng sốt khớp Azithromycin có hiệu quả trong việc tiêu diệt viêm họng do Streptococci Mặc dù hiệu quả đã được chứng minh của azithromycin trong việc ngăn ngừa sốt khớp các bệnh lây truyền qua đường tình dục hiện nay nam và nữ azithromycin được dùng để điều trị các biến chứng nhiễm trùng bộ phận sinh dục Chlamydia trachomatis Azithromycin được thiết kế để điều trị điều trị bệnh chancroid chancroid haemophilus. ducreyi nhiễm trùng sinh dục Biến chứng Neisseria gonorrhoeae đa kháng thuốc Nhiễm trùng đồng thời Treponema pallidum Dạng đơn Azithromycin Rifabutin Mycobacteria avium nhiễm phức hợp nội bào Tình trạng nhiễm MAC Dự phòng bệnh nhân nhiễm virus suy giảm miễn dịch HIV kết hợp Azithromycin với ethambutol để điều trị nhiễm MAC lan tỏa ở bệnh nhân nhiễm HIV giai đoạn tiến triển kết hợp giai đoạn tiến triển,thuoc khang sinh
Azithromycin thích hợp để điều trị các bệnh nhiễm trùng do vi khuẩn nhạy cảm và nhiễm trùng đường hô hấp bao gồm viêm phế quản viêm phổi nhiễm trùng miệng nhiễm trùng da nhiễm trùng mô mềm nhiễm trùng tai nhiễm trùng đường hô hấp viêm xoang viêm họng viêm amidan penicillin v.v. của chuỗi viêm họng mủ Viên nang Cocci ngăn ngừa sốt khớp Azithromycin có tác dụng diệt khuẩn viêm họng liên cầu khuẩn mặc dù azithromycin đã được chứng minh là có hiệu quả trong việc ngăn ngừa sốt khớp Các bệnh lây truyền qua đường tình dục hiện nay ở nam giới và phụ nữ Azithromycin được sử dụng để điều trị các biến chứng của nhiễm trùng sinh dục Chlamydia trachomatis Azithromycin được sử dụng để điều trị chancroid Chancroid Hemophilia Bacillus ducreyi Biến chứng nhiễm trùng sinh dục Neisseria gonorrhoeae đa kháng thuốc Nhiễm trùng đồng thời Treponema pallidum monoform Azithromycin Rifabutin dự phòng chống nhiễm trùng phức hợp nội bào Mycobacteria avium mac Tình trạng nhiễm HIV Hiệp hội bệnh nhân virus suy giảm miễn dịch Kết hợp muộn với azithromycin và ethambutol Điều trị nhiễm MAC lan tỏa ở bệnh nhân nhiễm HIV tiến triển,thuoc khang sinh
Azithromycin được chỉ định để điều trị các bệnh nhiễm trùng do vi khuẩn nhạy cảm. Nhiễm trùng đường hô hấp Bao gồm viêm phế quản viêm phổi và nhiễm trùng miệng. lây truyền qua da nhiễm trùng mô mềm nhiễm trùng tai Nhiễm trùng đường hô hấp viêm xoang viêm phế quản viêm amiđan penicillin là thuốc được lựa chọn điều trị Điều trị viêm Viên nang streptococcus pyogenes họng Phòng ngừa sốt khớp Azithromycin có hiệu quả trong việc tiêu diệt viêm họng streptococci.Mặc dù hiệu quả đã được chứng minh của azithromycin trong việc ngăn ngừa sốt khớp Các bệnh lây truyền qua đường tình dục hiện nay nam và nữ azithromycin nhằm điều trị biến chứng nhiễm trùng bộ phận sinh dục chlamydia trachomatis azithromycin nhằm điều trị chancroid haemophilus ducreyi nhiễm trùng bộ phận sinh dục biến chứng đa kháng thuốc neisseria gonorrhoeae nhiễm trùng đồng thời Chống treponema pallidum một dạng azithromycin rifabutin dự phòng nội bào Mycobacteria avium nhiễm trùng phức tạp. Tình trạng nhiễm MAC HIV virus gây suy giảm miễn dịch ở người hiệp hội bệnh nhân Kết hợp nâng cao với azithromycin ethambutol để điều trị nhiễm MAC lan tỏa ở bệnh nhân nhiễm HIV tiến triển.,thuoc khang sinh
Azithromycin được chỉ định điều trị các bệnh nhiễm trùng do vi khuẩn nhạy cảm nhiễm trùng đường hô hấp bao gồm viêm phế quản viêm phổi nhiễm trùng miệng nhiễm trùng da nhiễm trùng mô mềm nhiễm trùng tai nhiễm trùng đường hô hấp viêm xoang viêm họng viêm amidan penicillin. Streptococcus viêm họng pyogenes Viên nang Phòng ngừa sốt khớp Azithromycin có hiệu quả trong việc tiêu diệt viêm họng do liên cầu mặc dù hiệu quả đã được chứng minh của azithromycin trong việc ngăn ngừa sốt khớp Các bệnh lây truyền qua đường tình dục hiện nay Đàn ông và phụ nữ Azithromycin được dùng để điều trị các biến chứng của nhiễm trùng sinh dục Chlamydia trachomatis Azithromycin được dùng cho điều trị Haemophilus Vulgaris biến chứng của nhiễm trùng sinh dục Neisseria gonorrhoeae Neisseria gonorrhoeae đa kháng thuốc Neisseria gonorrhoeae Đồng nhiễm Treponema pallidum Dạng 1 Azithromycin Rifabutin Mycobacteria avium Dự phòng Nhiễm trùng nội bào phức tạp Trường hợp nhiễm Mac Trường hợp nhiễm HIV Hiệp hội bệnh nhân HIV giai đoạn tiến triển Kết hợp với azithromycin Ethambutol để điều trị Nhiễm MAC lan tỏa ở bệnh nhân mắc bệnh nhiễm HIV giai đoạn tiến triển,thuoc khang sinh
Azithromycin được chỉ định điều trị các bệnh nhiễm khuẩn nhạy cảm nhiễm trùng đường hô hấp bao gồm viêm phế quản viêm phổi nhiễm trùng miệng nhiễm trùng da nhiễm trùng mô mềm nhiễm trùng tai nhiễm trùng đường hô hấp viêm xoang viêm họng viêm amidan penicillin. điều trị viêm họng streptococcus pyogenes viên nang dự phòng sốt khớp azithromycin mặc dù hiệu quả đã được chứng minh trong việc ngăn ngừa sốt khớp có hiệu quả trong việc tiêu diệt viêm họng do liên cầu khuẩn các bệnh lây truyền qua đường tình dục hiện có cho nam giới và phụ nữ azithromycin được thiết kế để điều trị nhiễm trùng bộ phận sinh dục chlamydia trachomatis azithromycin chancroid được thiết kế để điều trị bệnh hemophilia chancroid ducreyi biến chứng nhiễm trùng sinh dục nhiều neisseria gonorrhoeae kháng thuốc nhiễm trùng đồng thời treponema pallidum dạng đơn azithromycin rifabutin dự phòng Mycobacteria avium nhiễm trùng phức hợp nội bào Tình trạng nhiễm MAC Virus suy giảm miễn dịch hiv hiệp hội bệnh nhân giai đoạn tiến triển kết hợp với azithromycin ethambutol để điều trị nhiễm MAC lan tỏa ở bệnh nhân nhiễm HIV tiến triển,thuoc khang sinh
azithromycin định trị trường hợp nhiễm khuẩn vi khuẩn nhạy cảm nhiễm khuẩn đường hô hấp bao viêm phế quản viêm phổi nhiễm khuẩn miệng nhiễm khuẩn da mô mềm viêm tai nhiễm khuẩn đường hô hấp bao viêm xoang viêm hầu họng viêm amidan penicilin thuốc lựa trị viêm hầu họng streptococcus pyogenes bao dự phòng sốt khớp azithromycin hiệu diệt streptococci viêm hầu họng mặc liệu chứng minh hiệu azithromycin ngăn ngừa sốt khớp hiện bệnh lây truyền đường tình dục nam nữ azithromycin định trị nhiễm khuẩn quan sinh dục biến chứng chlamydia trachomatis azithromycin định trị bệnh hạ cam chancroid haemophilus ducreyi nhiễm khuẩn quan sinh dục biến chứng neisseria gonorrhoeae đa kháng định trị nhiễm khuẩn đồng thời treponema pallidum thể đơn độc azithromycin rifabutin phòng nhiễm mycobacterium avium intracellulare complex mac tình trạng nhiễm khuẩn hội bệnh nhân nhiễm virus suy miễn dịch hiv giai đoạn tiến triển định phối hợp azithromycin ethambutol trị nhiễm mac lan tỏa dmac bệnh nhân nhiễm hiv giai đoạn tiến triển,thuoc khang sinh
Azithromycin được chỉ định điều trị các bệnh nhiễm khuẩn nhiễm trùng đường hô hấp bao gồm viêm phế quản viêm phổi nhiễm trùng miệng nhiễm trùng da nhiễm trùng mô mềm nhiễm trùng tai nhiễm trùng đường hô hấp viêm xoang viêm họng viêm amidan penicillin thuốc được lựa chọn. điều trị sưng họng streptococcus pyogenes viên nang dự phòng sốt khớp azithromycin hiệu quả trong việc tiêu diệt viêm họng streptococci mặc dù hiệu quả đã được chứng minh của azithromycin trong việc ngăn ngừa sốt khớp hiện nay các bệnh lây truyền qua đường tình dục nam giới và phụ nữ azithromycin có ý định điều trị các vấn đề về bộ phận sinh dục chlamydia trachomatis chathromycin asithromycin ducreyi các vấn đề về bộ phận sinh dục đa kháng thuốc nhiễm trùng neisseria gonorrhoeae nhiễm trùng đồng thời treponema pallidum dạng đơn azithromycin rifabutin dự phòng nhiễm phức hợp mycobacteria avium nội bào nhiễm hiv tình trạng nhiễm virus suy giảm miễn dịch Liều cao kết hợp với azithromycin ethambutol để điều trị nhiễm HIV lan tỏa do MAC.,thuoc khang sinh
Azithromycin được chỉ định điều trị các nhiễm khuẩn nhạy cảm nhiễm trùng đường hô hấp bao gồm viêm phế quản viêm phổi nhiễm trùng miệng nhiễm trùng da nhiễm trùng mô mềm nhiễm trùng tai nhiễm trùng đường hô hấp viêm xoang viêm họng viêm amidan penicillin thuốc được lựa chọn điều trị. điều trị viêm họng do streptococcus pyogenes viên nang dự phòng sốt thấp khớp azithromycin có hiệu quả trong việc tiêu diệt viêm họng liên cầu khuẩn mặc dù hiệu quả đã được chứng minh của azithromycin trong việc ngăn ngừa sốt thấp khớp. đồng nhiễm neisseria gonorrhoeae kháng thuốc treponema pallidum dạng đơn azithromycin rifabutin dự phòng mycobacteria avium nội bào nhiễm phức hợp mac nhiễm virus suy giảm miễn dịch tình trạng nhiễm virus bệnh nhân hiv liên quan đến nhiễm HIV giai đoạn tiến triển với nhiễm trùng được điều trị bằng zithromycin,thuoc khang sinh
Azithromycin được chỉ định để điều trị các bệnh nhiễm trùng do vi khuẩn nhạy cảm. Nhiễm trùng đường hô hấp Bao gồm viêm phế quản viêm phổi và nhiễm trùng miệng. lây truyền qua da nhiễm trùng mô mềm nhiễm trùng tai Nhiễm trùng đường hô hấp viêm xoang viêm phế quản viêm amiđan penicillin là thuốc được lựa chọn điều trị Điều trị viêm Viên nang streptococcus pyogenes họng Phòng ngừa sốt khớp Azithromycin có hiệu quả trong việc tiêu diệt viêm họng streptococci.Mặc dù hiệu quả đã được chứng minh của azithromycin trong việc ngăn ngừa sốt khớp Các bệnh lây truyền qua đường tình dục hiện nay nam và nữ azithromycin nhằm điều trị biến chứng nhiễm trùng bộ phận sinh dục chlamydia trachomatis azithromycin nhằm điều trị chancroid haemophilus ducreyi nhiễm trùng bộ phận sinh dục biến chứng đa kháng thuốc neisseria gonorrhoeae nhiễm trùng đồng thời Chống treponema pallidum một dạng azithromycin rifabutin dự phòng nội bào Mycobacteria avium nhiễm trùng phức tạp. Tình trạng nhiễm MAC HIV virus gây suy giảm miễn dịch ở người hiệp hội bệnh nhân Kết hợp nâng cao với azithromycin ethambutol để điều trị nhiễm MAC lan tỏa ở bệnh nhân nhiễm HIV tiến triển.,thuoc khang sinh
Azithromycin được chỉ định điều trị các bệnh nhiễm khuẩn nhạy cảm nhiễm trùng đường hô hấp bao gồm viêm phế quản viêm phổi nhiễm trùng miệng nhiễm trùng da nhiễm trùng mô mềm nhiễm trùng tai nhiễm trùng đường hô hấp viêm xoang viêm họng viêm amidan penicillin thuốc được lựa chọn để điều trị. của Streptococcus viêm họng pyogenes viên nang phòng ngừa sốt khớp azithromycin có hiệu quả trong việc tiêu diệt viêm họng do streptococci mặc dù hiệu quả đã được chứng minh của azithromycin trong việc ngăn ngừa sốt khớp hiện nay các bệnh lây truyền qua đường tình dục ở nam giới và phụ nữ azithromycin được dùng để điều trị các biến chứng về tình dục nhiễm trùng lây truyền chlamydia trachomatis azithromycin được dùng để điều trị nhiễm trùng chancroid chancroid hemophilusenzae ducreyi biến chứng nhiễm trùng bộ phận sinh dục đa kháng thuốc Neisseria gonorrhoeae đồng nhiễm treponema pallidum một dạng azithromycin rifabutin phòng ngừa nhiễm trùng Mycobacteria avium phức tạp nhiễm trùng nội bào  tình trạng mac virus gây suy giảm miễn dịch HIV hiệp hội bệnh nhân kết hợp giai đoạn tiến triển với azithromycin ethambutol để điều trị nhiễm MAC lan tỏa ở bệnh nhân nhiễm HIV giai đoạn muộn.,thuoc khang sinh
Bạch đàn 100 mg Menthol 05 mg Tinh dầu tro 018 mg Tinh dầu gừng 05 mg Tá dược Dầu đậu nành Gelatin Glycerin Sorbitol Methyl Paraben Propyl Paraben Vani Màu xanh lá cây Màu xanh lá cây,thuoc ho
Cineole 100 mg Menthol 05 mg Tinh dầu tro 018 mg Tinh dầu gừng 05 mg Tá dược Dầu đậu nành Gelatin Glycerin Sorbitol Methylparaben Propylparaben Vani Xanh Xanh lục,thuoc ho
Eucalyptol 100 mg Menthol 05 mg Tinh dầu tro 018 mg Tinh dầu gừng 05 mg Tá dược Dầu đậu nành Gelatin Glycerin Sorbitol Methylparaben Propyl Paraben Vani Màu xanh lá cây Màu xanh lá cây Màu xanh lá cây,thuoc ho
bạch đàn 100 mg tinh dầu bạc hà 05 mg tro tinh dầu 018 mg tinh dầu gừng 05 mg tá dược dầu đậu nành gelatin glycerin sorbitol methyl paraben propyl paraben vani màu xanh lá cây,thuoc ho
bạch đàn 100 mg tinh dầu bạc hà 05 mg tro tinh dầu 018 mg tinh dầu gừng 05 mg tá dược dầu đậu nành gelatin glycerin sorbitol methyl paraben propyl paraben vani màu xanh lá cây,thuoc ho
Eucalyptol 100 mg Menthol 05 mg Tinh dầu tro 018 mg Tinh dầu gừng 05 mg Tá dược Dầu đậu nành Gelatin Glycerin Sorbitol Methylparaben Propyl Paraben Vani Màu xanh lá cây Màu xanh lá cây Màu xanh lá cây,thuoc ho
bạch đàn 100 mg tinh dầu bạc hà 05 mg tro tinh dầu 018 mg tinh dầu gừng 05 mg tá dược dầu đậu nành gelatin glycerin sorbitol methylparaben propylparaben vani xanh lá cây,thuoc ho
bạch đàn 100 mg tinh dầu bạc hà 05 mg tro tinh dầu 018 mg tinh dầu gừng 05 mg tá dược dầu đậu nành gelatin glycerin sorbitol methyl paraben propyl paraben vani màu xanh lá cây,thuoc ho
Eucalyptol 100 mg Menthol 0 5 mg Tinh dầu tro 0 18 mg Tinh dầu gừng 0 5 mg Tá dược. Dầu đậu nành gelatin glycerin sorbitol methylparaben propylparaben vani xanh lá cây xanh lá cây.,thuoc ho
bạch đàn 100 mg tinh dầu bạc hà 05 mg tro tinh dầu 018 mg tinh dầu gừng 05 mg tá dược dầu đậu nành gelatin glycerin sorbitol methyl paraben propyl paraben vani màu xanh lá cây,thuoc ho
ciprofloxacin điều trị nhiễm trùng Thuốc kháng sinh có tác dụng phát triển vi khuẩn kháng thuốc. ciprofloxacin nhiễm trùng đường tiết niệu Viêm tuyến tiền liệt viêm tủy xương viêm ruột nhiễm khuẩn nhiễm trùng bệnh viện nhiễm trùng bệnh viện nhiễm trùng máu Phòng ngừa suy giảm miễn dịch nhiễm trùng não mô cầu Vi khuẩn gây suy giảm miễn dịch Nhiễm trùng đường tiết niệu phức tạp kháng sinh fluoroquinolone ciprofloxacin Liên quan đến các phản ứng có hại nghiêm trọng Nhiễm trùng đường tiết niệu phức tạp Những bệnh nhân có thể sử dụng ciprofloxacin Bệnh nhân chọn phương pháp điều trị thay thế cho nhiễm trùng và viêm viêm phế quản mãn tính kháng sinh fluoroquinolone ciprofloxacin Liên quan đến các phản ứng có hại nghiêm trọng.Cảnh báo biện pháp phòng ngừa thuốc dùng trong quá trình nhiễm trùng viêm phế quản mãn tính. Bệnh nhân có thể sử dụng ciprofloxacin Sự lựa chọn điều trị của bệnh nhân Viêm xoang do vi khuẩn kháng sinh fluoroquinolone ciprofloxacin Phản ứng liên quan Cảnh báo: Nguy hiểm nghiêm trọng: Thận trọng: Bệnh nhân viêm xoang do vi khuẩn có thể sử dụng. ciprofloxacin Chọn phương pháp điều trị thay thế,thuoc khang sinh
Ciprofloxacin điều trị nhiễm trùng. Thuốc kháng sinh có tác dụng phát triển vi khuẩn kháng ciprofloxacin. Nhiễm trùng đường tiết niệu. Viêm tuyến tiền liệt. Viêm xương tủy. Bệnh nhân viêm ruột có thể sử dụng ciprofloxacin. Bệnh nhân chọn phương pháp điều trị thay thế cho nhiễm trùng và viêm. Viêm phế quản mãn tính. Thuốc kháng sinh ciprofloxacin fluoroquinolone có liên quan đến tác dụng phụ nghiêm trọng. Khu vực cảnh báo. Thận trọng. Thuốc. Giai đoạn truyền nhiễm. Viêm phế quản mãn tính. Bệnh nhân có thể sử dụng ciprofloxacin. Kiên nhẫn. Điều trị thay thế.. Viêm xoang do vi khuẩn. Thuốc kháng sinh Fluoroquinolone ciprofloxacin. Liên quan đến các tác dụng phụ nghiêm trọng. Phần Cảnh báo Thận trọng: Thuốc điều trị viêm xoang do vi khuẩn. Bệnh nhân có thể sử dụng ciprofloxacin. Bệnh nhân có thể lựa chọn phương pháp điều trị thay thế,thuoc khang sinh
